word,sourceTypes,targetIds,targetLabels,canonicalTargetFlights,practiceBands,practiceFlights,accessibilityBands,vocabLevels,transparency,segmentation,protection,actualFixedOrAuthoredDestinations,dynamicEligibleDestinations,blockedDestinations,sourceOnlyButRuntimeFiltered,recommendedActivityUse,reviewCaution
disrupting,instructional-session-planner.js | master-word-inventory,dis | ing | rupt,dis- | -ing | rupt,A | B,4-5,B,4-5,academic,medium,dis- + rupt + -ing,,,Flight A Teacher-Led Build Words · Optional Practice Set || Flight A Teacher-Led Build Words · Retrieve || Flight A Teacher-Led Build Words · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A || Flight B Teacher-Led Build Words · Optional Practice Set || Flight B Teacher-Led Build Words · Retrieve || Flight B Teacher-Led Build Words · Word Part · Part A || Flight B Teacher-Led Build Words · Word Part · Part B || Flight B Teacher-Led Figure It Out · Optional Practice Set || Flight B Teacher-Led Figure It Out · Retrieve || Flight B Teacher-Led Figure It Out · Word Part · Part A || Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Learn · Optional Practice Set || Flight B Teacher-Led Learn · Retrieve || Flight B Teacher-Led Learn · Word Part · Part A || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Use It · Optional Practice Set || Flight B Teacher-Led Use It · Retrieve || Flight B Teacher-Led Use It · Word Part · Part A || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
disruption,instructional-session-planner.js | master-word-inventory | script.js,dis | ion | rupt,"dis- | -ion, -tion, -sion | rupt",A | B,6-8,C,4-5,academic,medium,dis- + rupt + -ion,,Flight C Digital Figure It Out,Flight A Teacher-Led Build Words · Optional Practice Set || Flight A Teacher-Led Build Words · Retrieve || Flight A Teacher-Led Build Words · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A || Flight B Teacher-Led Build Words · Optional Practice Set || Flight B Teacher-Led Build Words · Retrieve || Flight B Teacher-Led Build Words · Word Part · Part A || Flight B Teacher-Led Figure It Out · Optional Practice Set || Flight B Teacher-Led Figure It Out · Retrieve || Flight B Teacher-Led Figure It Out · Word Part · Part A || Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Learn · Optional Practice Set || Flight B Teacher-Led Learn · Retrieve || Flight B Teacher-Led Learn · Word Part · Part A || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Use It · Optional Practice Set || Flight B Teacher-Led Use It · Retrieve || Flight B Teacher-Led Use It · Word Part · Part A || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
disruptive,instructional-check-transfer.js | instructional-protection-registry.js | use-it.js,rupt,rupt,B,,,,,,,check-transfer,Check Transfer · Flight B,,Flight B Digital Use It || Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,Flight B Digital Use It,,
disrupts,instructional-session-planner.js | master-word-inventory,dis | rupt | s-es,"dis- | rupt | -s, -es",A | B,4-5,B,4-5,academic,medium,dis- + rupt + -s,,,Flight A Teacher-Led Build Words · Optional Practice Set || Flight A Teacher-Led Build Words · Retrieve || Flight A Teacher-Led Build Words · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A || Flight B Teacher-Led Build Words · Optional Practice Set || Flight B Teacher-Led Build Words · Retrieve || Flight B Teacher-Led Build Words · Word Part · Part A || Flight B Teacher-Led Figure It Out · Optional Practice Set || Flight B Teacher-Led Figure It Out · Retrieve || Flight B Teacher-Led Figure It Out · Word Part · Part A || Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Learn · Optional Practice Set || Flight B Teacher-Led Learn · Retrieve || Flight B Teacher-Led Learn · Word Part · Part A || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Use It · Optional Practice Set || Flight B Teacher-Led Use It · Retrieve || Flight B Teacher-Led Use It · Word Part · Part A || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
distract,printable-configs/tract.py,,,,,,,,,,,Flight B Print Instructional Mats and Materials · TRACT,,,,,
distraction,instructional-session-planner.js | master-word-inventory | printable-configs/tract.py | script.js,dis | ion | tract,"dis- | -ion, -tion, -sion | tract",A | C,6-8,C,6-8,academic,medium,dis- + tract + -ion,,Flight B Print Instructional Mats and Materials · TRACT || Flight C Digital Figure It Out || Flight C Digital Find || Flight C Digital Word Hunt,Flight A Teacher-Led Build Words · Optional Practice Set || Flight A Teacher-Led Build Words · Retrieve || Flight A Teacher-Led Build Words · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A || Flight C Teacher-Led Build Words · Optional Practice Set || Flight C Teacher-Led Build Words · Retrieve || Flight C Teacher-Led Build Words · Word Part · Part A || Flight C Teacher-Led Build Words · Word Part · Part B || Flight C Teacher-Led Figure It Out · Optional Practice Set || Flight C Teacher-Led Figure It Out · Retrieve || Flight C Teacher-Led Figure It Out · Word Part · Part A || Flight C Teacher-Led Figure It Out · Word Part · Part B || Flight C Teacher-Led Find · Optional Practice Set || Flight C Teacher-Led Find · Retrieve || Flight C Teacher-Led Find · Word Part · Part A || Flight C Teacher-Led Find · Word Part · Part B || Flight C Teacher-Led Learn · Optional Practice Set || Flight C Teacher-Led Learn · Retrieve || Flight C Teacher-Led Learn · Word Part · Part A || Flight C Teacher-Led Learn · Word Part · Part B || Flight C Teacher-Led Meaning · Optional Practice Set || Flight C Teacher-Led Meaning · Retrieve || Flight C Teacher-Led Meaning · Word Part · Part A || Flight C Teacher-Led Meaning · Word Part · Part B || Flight C Teacher-Led Use It · Optional Practice Set || Flight C Teacher-Led Use It · Retrieve || Flight C Teacher-Led Use It · Word Part · Part A || Flight C Teacher-Led Use It · Word Part · Part B || Flight C Teacher-Led Word Hunt · Optional Practice Set || Flight C Teacher-Led Word Hunt · Retrieve || Flight C Teacher-Led Word Hunt · Word Part · Part A || Flight C Teacher-Led Word Part · Optional Practice Set || Flight C Teacher-Led Word Part · Retrieve || Flight C Teacher-Led Word Part · Word Part · Part A || Flight C Teacher-Led Word Part · Word Part · Part B,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
distrust,instructional-check-transfer.js | instructional-protection-registry.js,dis,dis-,A,,,,,,,check-transfer,Check Transfer · Flight A,,Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,,,
divert,instructional-session-planner.js | master-word-inventory | script.js,vert,vert,C,6-8,C,6-8,academic,medium,,,Flight C Digital Learn,Flight C Teacher-Led Find · Optional Practice Set || Flight C Teacher-Led Find · Retrieve || Flight C Teacher-Led Find · Word Part · Part A || Flight C Teacher-Led Find · Word Part · Part B || Flight C Teacher-Led Meaning · Optional Practice Set || Flight C Teacher-Led Meaning · Retrieve || Flight C Teacher-Led Meaning · Word Part · Part A || Flight C Teacher-Led Meaning · Word Part · Part B || Flight C Teacher-Led Word Hunt · Optional Practice Set || Flight C Teacher-Led Word Hunt · Retrieve || Flight C Teacher-Led Word Hunt · Word Part · Part A || Flight C Teacher-Led Word Part · Optional Practice Set || Flight C Teacher-Led Word Part · Retrieve || Flight C Teacher-Led Word Part · Word Part · Part A || Flight C Teacher-Led Word Part · Word Part · Part B,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
diverting,instructional-check-transfer.js | instructional-protection-registry.js,vert,vert,C,,,,,,,check-transfer,Check Transfer · Flight C,,Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,,,
dogs,instructional-session-planner.js | master-word-inventory | script.js | word-inventory.js + instructional-word-selector.js,s-es,"-s, -es",A,2-3,A,2-3,familiar,high,,,Flight A Digital Break It Apart || Flight A Digital Learn,Flight A Teacher-Led Break It Apart · Optional Practice Set || Flight A Teacher-Led Break It Apart · Retrieve || Flight A Teacher-Led Break It Apart · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning / Word Part / Figure It Out,
